game.frametime_average,game.frametime_variance,game.time,network.acks_received,network.acks_sent,network.adapter,network.bytes_received,network.bytes_sent,network.connects,network.connects_received,network.connects_rejected,network.connects_sent,network.disconnects,network.messages_limited,network.messages_received,network.messages_redundant,network.messages_resent,network.messages_sent,network.never_connected,network.packets_acked,network.packets_limited,network.packets_lost,network.packets_outofseq,network.packets_received,network.packets_sent,network.peer_address,network.peer_port,network.processing_time,network.reconnects,network.reconnects_rejected,network.rtt_average,network.rtt_jitter,network.status,player.id,stats.duration,stats.version,
0.007983,0.000001,1040.197266,265,369,Ethernet,129416,21956,0,0,0,0,0,0,3413,0,0,370,0,265,0,0,0,634,635,162.249.78.111,5277,0.017018,0,0,0.122201,0.003697,Connected,150742302,10.002197,7,
0.007622,0.000002,1050.197754,301,338,Ethernet,107387,22459,0,0,0,0,0,0,2695,0,0,413,0,301,0,0,0,639,637,162.249.78.111,5277,0.017544,0,0,0.124121,0.006551,Connected,150742302,10.000029,7,
0.007381,0.000001,1060.198975,260,334,Ethernet,96984,20035,0,0,0,0,0,0,3015,0,0,348,0,260,0,0,0,594,593,162.249.78.111,5277,0.016214,0,0,0.121136,0.004528,Connected,150742302,10.001101,7,
0.007123,0.000000,1070.199341,246,292,Ethernet,71852,17747,0,0,0,0,0,0,2474,0,0,320,0,246,0,0,0,538,538,162.249.78.111,5277,0.014214,0,0,0.121026,0.005514,Connected,150742302,10.000247,7,
0.007152,0.000000,1080.204468,242,323,Ethernet,96328,18698,0,0,0,0,0,0,2912,0,0,324,0,242,0,0,0,565,567,162.249.78.111,5277,0.015188,0,0,0.122229,0.004688,Connected,150742302,10.005168,7,
0.007518,0.000001,1090.211548,266,440,Ethernet,181263,23344,0,0,0,0,0,0,5339,0,0,377,0,266,0,0,0,706,706,162.249.78.111,5277,0.018746,0,0,0.122562,0.003906,Connected,150742302,10.006506,7,
0.007304,0.000001,1100.218506,262,357,Ethernet,111527,20688,0,0,0,0,0,0,3140,0,0,361,0,262,0,0,0,619,620,162.249.78.111,5277,0.016212,0,0,0.123078,0.005293,Connected,150742302,10.006791,7,
0.007209,0.000000,1110.224731,254,309,Ethernet,81232,19757,0,0,0,0,0,0,2629,0,0,347,0,254,0,0,0,563,562,162.249.78.111,5277,0.015449,0,0,0.123845,0.005928,Connected,150742302,10.006218,7,
0.007205,0.000000,1120.225220,263,334,Ethernet,97230,20363,0,0,0,0,0,0,2671,0,0,339,0,263,0,0,0,597,595,162.249.78.111,5277,0.015369,0,0,0.130475,0.005312,Connected,150742302,10.000606,7,
0.007142,0.000000,1130.231445,253,331,Ethernet,92931,20349,0,0,0,0,0,0,2679,0,0,347,0,253,0,0,0,584,584,162.249.78.111,5277,0.015363,0,0,0.123617,0.004027,Connected,150742302,10.005525,7,
0.007172,0.000000,1140.236450,256,324,Ethernet,91602,19809,0,0,0,0,0,0,2668,0,0,325,0,256,0,0,0,580,581,162.249.78.111,5277,0.015275,0,0,0.127501,0.004685,Connected,150742302,10.004808,7,
0.007284,0.000001,1150.237183,219,338,Ethernet,103301,18506,0,0,0,0,0,0,2898,0,0,281,0,219,0,0,0,557,557,162.249.78.111,5277,0.014255,0,0,0.127633,0.004983,Connected,150742302,10.000434,7,
0.007375,0.000001,1160.238281,276,329,Ethernet,102407,20752,0,0,0,0,0,0,2817,0,0,355,0,276,0,0,0,605,606,162.249.78.111,5277,0.016199,0,0,0.128916,0.005242,Connected,150742302,10.000775,7,
0.007878,0.000002,1170.243408,298,387,Ethernet,145697,23857,0,0,0,0,0,0,3587,0,0,426,0,298,0,0,0,685,683,162.249.78.111,5277,0.019602,0,0,0.122444,0.004330,Connected,150742302,10.004784,7,
0.007581,0.000001,1180.250854,271,365,Ethernet,125027,21759,0,0,0,0,0,0,3411,0,0,369,0,271,0,0,0,636,637,162.249.78.111,5277,0.016757,0,0,0.121709,0.004914,Connected,150742302,10.006810,7,
0.007865,0.000001,1190.255981,297,371,Ethernet,131153,23138,0,0,0,0,0,0,3475,0,0,392,0,297,0,0,0,668,668,162.249.78.111,5277,0.017930,0,0,0.121671,0.004498,Connected,150742302,10.004579,7,
0.007570,0.000001,1200.256348,241,335,Ethernet,104680,19348,0,0,0,0,0,0,3194,0,0,339,0,241,0,0,0,576,575,162.249.78.111,5277,0.015567,0,0,0.124689,0.004524,Connected,150742302,10.000345,7,
0.007256,0.000001,1210.263062,229,387,Ethernet,131920,19896,0,0,0,0,0,0,3873,0,0,293,0,229,0,0,0,616,616,162.249.78.111,5277,0.015886,0,0,0.121092,0.003760,Connected,150742302,10.006240,7,
0.007365,0.000001,1220.264648,250,338,Ethernet,111462,19200,0,0,0,0,0,0,3507,0,0,325,0,250,0,0,0,588,589,162.249.78.111,5277,0.016046,0,0,0.120768,0.004277,Connected,150742302,10.001171,7,
0.007315,0.000002,1230.272461,256,310,Ethernet,90508,18986,0,0,0,0,0,0,2435,0,0,342,0,256,0,0,0,566,565,162.249.78.111,5277,0.015024,0,0,0.121945,0.005202,Connected,150742302,10.006897,7,
0.007335,0.000001,1240.277954,242,368,Ethernet,131497,20389,0,0,0,0,0,0,4021,0,0,324,0,242,0,0,0,610,610,162.249.78.111,5277,0.016220,0,0,0.123816,0.006676,Connected,150742302,10.005146,7,
0.007343,0.000001,1250.286743,258,310,Ethernet,83683,19912,0,0,0,0,0,0,2434,0,0,355,0,258,0,0,0,568,571,162.249.78.111,5277,0.014783,0,0,0.126309,0.009923,Connected,150742302,10.008290,7,
0.007564,0.000001,1260.293945,265,310,Ethernet,88463,19739,0,0,0,0,0,0,2481,0,0,343,0,265,0,0,0,575,571,162.249.78.111,5277,0.016132,0,0,0.122523,0.005415,Connected,150742302,10.006537,7,
0.007470,0.000001,1270.296265,271,360,Ethernet,100229,21645,0,0,0,0,0,0,2746,0,0,345,0,271,0,0,0,631,631,162.249.78.111,5277,0.016210,0,0,0.121525,0.005108,Connected,150742302,10.001691,7,
0.007307,0.000001,1280.299438,275,325,Ethernet,99050,20885,0,0,0,0,0,0,2439,0,0,369,0,275,0,0,0,600,603,162.249.78.111,5277,0.015586,0,0,0.120670,0.004226,Connected,150742302,10.002800,7,
0.007968,0.000001,1290.307129,299,378,Ethernet,137571,23845,0,0,0,0,0,0,3351,0,0,426,0,299,0,0,0,677,677,162.249.78.111,5277,0.018083,0,0,0.122669,0.005170,Connected,150742302,10.007410,7,
0.007854,0.000011,1300.312988,285,379,Ethernet,128139,23585,0,0,0,0,0,0,3295,0,0,419,0,285,0,0,0,664,663,162.249.78.111,5277,0.017327,0,0,0.130408,0.008123,Connected,150742302,10.005822,7,
0.007394,0.000001,1310.316772,265,321,Ethernet,102212,20282,0,0,0,0,0,0,2858,0,0,358,0,266,0,0,0,586,587,162.249.78.111,5277,0.015719,0,0,0.127463,0.006636,Connected,150742302,10.004108,7,
0.007533,0.000001,1320.320801,269,322,Ethernet,90355,20433,0,0,0,0,0,0,2582,0,0,357,0,269,0,0,0,591,592,162.249.78.111,5277,0.015880,0,0,0.123529,0.004113,Connected,150742302,10.003413,7,
0.007292,0.000001,1330.325684,232,307,Ethernet,77903,18303,0,0,0,0,0,0,2326,0,0,287,0,232,0,0,0,539,537,162.249.78.111,5277,0.013724,0,0,0.126906,0.007531,Connected,150742302,10.004793,7,
0.007956,0.000001,1340.326538,219,334,Ethernet,108537,18564,0,0,0,0,0,0,3046,0,0,279,0,219,0,0,0,553,552,162.249.78.111,5277,0.014766,0,0,0.123273,0.006388,Connected,150742302,10.001263,7,
0.007549,0.000001,1350.328735,223,317,Ethernet,98810,18556,0,0,0,0,0,0,2951,0,0,290,0,224,0,0,0,540,543,162.249.78.111,5277,0.014482,0,0,0.122767,0.005133,Connected,150742302,10.001782,7,
0.007445,0.000003,1360.335327,206,314,Ethernet,81843,17416,0,0,0,0,0,0,2328,0,0,258,0,206,0,0,0,520,520,162.249.78.111,5277,0.013454,0,0,0.125455,0.005347,Connected,150742302,10.006228,7,
0.007238,0.000000,1370.338867,254,340,Ethernet,114826,20412,0,0,0,0,0,0,3128,0,0,336,0,254,0,0,0,594,594,162.249.78.111,5277,0.015633,0,0,0.125574,0.006232,Connected,150742302,10.003122,7,
0.007182,0.000000,1380.343994,227,300,Ethernet,78023,17413,0,0,0,0,0,0,1936,0,0,310,0,227,0,0,0,527,526,162.249.78.111,5277,0.013258,0,0,0.124673,0.006473,Connected,150742302,10.004265,7,
0.007980,0.000083,1390.352295,187,335,Ethernet,85476,17413,0,0,0,0,0,0,2588,0,0,257,0,187,0,0,0,522,522,162.249.78.111,5277,0.016197,0,0,0.123420,0.005859,Connected,150742302,10.007330,7,
0.009136,0.000006,1400.356689,282,375,Ethernet,123719,22706,0,0,0,0,0,0,3247,0,0,396,0,282,0,0,0,657,660,162.249.78.111,5277,0.021374,0,0,0.125720,0.006125,Connected,150742302,10.004189,7,
0.009169,0.000004,1410.359619,289,438,Ethernet,187419,25593,0,0,0,0,0,0,5129,0,0,449,0,289,0,0,0,727,727,162.249.78.111,5277,0.022402,0,0,0.130545,0.010995,Connected,150742302,10.002925,7,
0.008228,0.000002,1420.365112,286,409,Ethernet,149134,24797,0,0,0,0,0,0,3864,0,0,445,0,286,0,0,0,695,693,162.249.78.111,5277,0.020452,0,0,0.127307,0.007768,Connected,150742302,10.004719,7,
0.007834,0.000002,1430.370239,265,326,Ethernet,91637,20969,0,0,0,0,0,0,2641,0,0,376,0,265,0,0,0,591,590,162.249.78.111,5277,0.016773,0,0,0.124406,0.006980,Connected,150742302,10.004351,7,
0.008176,0.000004,1440.378540,271,332,Ethernet,101814,21054,0,0,0,0,0,0,2983,0,0,376,0,271,0,0,0,603,606,162.249.78.111,5277,0.018550,0,0,0.121332,0.004516,Connected,150742302,10.007628,7,
0.007527,0.000001,1450.382080,273,367,Ethernet,127187,21731,0,0,0,0,0,0,3419,0,0,349,0,273,0,0,0,640,638,162.249.78.111,5277,0.017649,0,0,0.121461,0.005043,Connected,150742302,10.002960,7,
0.007951,0.000002,1460.384033,230,362,Ethernet,130691,19656,0,0,0,0,0,0,3608,0,0,298,0,230,0,0,0,592,592,162.249.78.111,5277,0.016531,0,0,0.120235,0.004051,Connected,150742302,10.001860,7,
0.007735,0.000068,1470.386230,172,271,Ethernet,66011,14421,0,0,0,0,0,0,1947,0,0,212,0,172,0,0,0,443,442,162.249.78.111,5277,0.012532,0,0,0.121175,0.004950,Connected,150742302,10.001335,7,
0.007287,0.000001,1480.392090,213,313,Ethernet,82655,17025,0,0,0,0,0,0,2364,0,0,266,0,213,0,0,0,526,526,162.249.78.111,5277,0.014362,0,0,0.120110,0.004106,Connected,150742302,10.005526,7,
0.007427,0.000001,1490.395996,218,320,Ethernet,99504,18096,0,0,0,0,0,0,2753,0,0,297,0,218,0,0,0,538,540,162.249.78.111,5277,0.014821,0,0,0.120351,0.004097,Connected,150742302,10.004160,7,
0.007645,0.000001,1500.403320,256,342,Ethernet,103605,20359,0,0,0,0,0,0,2461,0,0,341,0,256,0,0,0,598,597,162.249.78.111,5277,0.015929,0,0,0.122639,0.006844,Connected,150742302,10.007141,7,
0.007742,0.000001,1510.405884,280,381,Ethernet,137821,22472,0,0,0,0,0,0,3297,0,0,372,0,280,0,0,0,661,661,162.249.78.111,5277,0.018367,0,0,0.120604,0.004301,Connected,150742302,10.002278,7,
0.007425,0.000001,1520.408325,276,343,Ethernet,121509,20904,0,0,0,0,0,0,3014,0,0,356,0,276,0,0,0,619,620,162.249.78.111,5277,0.017597,0,0,0.120552,0.004559,Connected,150742302,10.002014,7,
0.007590,0.000002,1530.412720,278,344,Ethernet,121454,21524,0,0,0,0,0,0,3061,0,0,369,0,278,0,0,0,622,621,162.249.78.111,5277,0.018042,0,0,0.120422,0.003735,Connected,150742302,10.004054,7,
0.007789,0.000002,1540.414185,278,407,Ethernet,151327,23620,0,0,0,0,0,0,3725,0,0,399,0,278,0,0,0,685,685,162.249.78.111,5277,0.018531,0,0,0.123558,0.007060,Connected,150742302,10.001065,7,
0.008515,0.000002,1550.419189,288,484,Ethernet,204433,26090,0,0,0,0,0,0,5761,0,0,400,0,288,0,0,0,772,773,162.249.78.111,5277,0.021506,0,0,0.120168,0.003779,Connected,150742302,10.004697,7,
0.007593,0.000001,1560.427856,241,338,Ethernet,104004,19669,0,0,0,0,0,0,2866,0,0,317,0,241,0,0,0,579,578,162.249.78.111,5277,0.015962,0,0,0.119950,0.004106,Connected,150742302,10.007949,7,
0.007617,0.000001,1570.429565,268,395,Ethernet,129931,22568,0,0,0,0,0,0,3550,0,0,351,0,268,0,0,0,663,664,162.249.78.111,5277,0.018173,0,0,0.119794,0.003470,Connected,150742302,10.001351,7,
0.007612,0.000001,1580.432129,262,350,Ethernet,112664,20662,0,0,0,0,0,0,3443,0,0,357,0,262,0,0,0,612,610,162.249.78.111,5277,0.017123,0,0,0.122258,0.005839,Connected,150742302,10.002306,7,
0.007206,0.000000,1590.433594,180,297,Ethernet,70307,15685,0,0,0,0,0,0,2223,0,0,242,0,180,0,0,0,477,477,162.249.78.111,5277,0.013325,0,0,0.120967,0.004795,Connected,150742302,10.001270,7,
0.007045,0.000000,1600.437256,193,328,Ethernet,102670,17151,0,0,0,0,0,0,3112,0,0,265,0,193,0,0,0,521,522,162.249.78.111,5277,0.014415,0,0,0.121434,0.004050,Connected,150742302,10.003498,7,
0.007025,0.000000,1610.440796,175,282,Ethernet,66760,14798,0,0,0,0,0,0,2214,0,0,210,0,175,0,0,0,457,457,162.249.78.111,5277,0.012213,0,0,0.120858,0.004343,Connected,150742302,10.003292,7,
0.007083,0.000000,1620.442261,205,277,Ethernet,57010,15856,0,0,0,0,0,0,1875,0,0,272,0,205,0,0,0,482,481,162.249.78.111,5277,0.013231,0,0,0.123096,0.005201,Connected,150742302,10.000797,7,
0.007097,0.000000,1630.442261,211,358,Ethernet,108334,18794,0,0,0,0,0,0,3225,0,0,291,0,211,0,0,0,569,569,162.249.78.111,5277,0.014997,0,0,0.120771,0.004872,Connected,150742302,10.000027,7,
0.007014,0.000000,1640.444458,205,309,Ethernet,74405,17055,0,0,0,0,0,0,2197,0,0,278,0,206,0,0,0,514,518,162.249.78.111,5277,0.013416,0,0,0.122585,0.006162,Connected,150742302,10.002032,7,
0.007665,0.000001,1650.447998,270,388,Ethernet,145296,22162,0,0,0,0,0,0,3745,0,0,365,0,270,0,0,0,658,658,162.249.78.111,5277,0.018269,0,0,0.121169,0.005128,Connected,150742302,10.002933,7,
0.008339,0.000002,1660.455444,276,467,Ethernet,185037,25330,0,0,0,0,0,0,5029,0,0,393,0,276,0,0,0,743,741,162.249.78.111,5277,0.020102,0,0,0.123362,0.006521,Connected,150742302,10.006696,7,
0.007960,0.000002,1670.461670,249,348,Ethernet,109221,20306,0,0,0,0,0,0,3002,0,0,343,0,249,0,0,0,597,597,162.249.78.111,5277,0.017224,0,0,0.121835,0.005234,Connected,150742302,10.005715,7,
0.008604,0.000003,1680.468262,274,363,Ethernet,128559,22248,0,0,0,0,0,0,3354,0,0,383,0,274,0,0,0,637,637,162.249.78.111,5277,0.019245,0,0,0.120814,0.004265,Connected,150742302,10.006214,7,
0.008329,0.000002,1690.471436,266,363,Ethernet,116685,21918,0,0,0,0,0,0,3663,0,0,372,0,266,0,0,0,629,629,162.249.78.111,5277,0.018965,0,0,0.123354,0.005229,Connected,150742302,10.003638,7,
0.009039,0.000003,1700.478149,279,453,Ethernet,182012,24981,0,0,0,0,0,0,4861,0,0,399,0,279,0,0,0,732,732,162.249.78.111,5277,0.020926,0,0,0.120798,0.003610,Connected,150742302,10.006215,7,
0.008461,0.000002,1710.479858,241,356,Ethernet,113319,19764,0,0,0,0,0,0,3476,0,0,335,0,241,0,0,0,597,597,162.249.78.111,5277,0.017125,0,0,0.122194,0.004160,Connected,150742302,10.001198,7,
0.007193,0.000001,1720.484741,240,319,Ethernet,92217,18704,0,0,0,0,0,0,2577,0,0,314,0,241,0,0,0,559,561,162.249.78.111,5277,0.015402,0,0,0.124285,0.004493,Connected,150742302,10.005054,7,
0.007013,0.000000,1730.491943,261,354,Ethernet,121920,20100,0,0,0,0,0,0,3439,0,0,350,0,261,0,0,0,615,613,162.249.78.111,5277,0.016920,0,0,0.119375,0.003144,Connected,150742302,10.006849,7,
0.007076,0.000000,1740.497681,214,291,Ethernet,71345,16568,0,0,0,0,0,0,2226,0,0,273,0,214,0,0,0,505,505,162.249.78.111,5277,0.013561,0,0,0.120172,0.003944,Connected,150742302,10.005216,7,
0.007164,0.000036,1750.498169,24,50,Ethernet,7156,2880,0,0,0,0,0,0,435,0,0,34,0,24,0,0,0,74,90,162.249.78.111,5277,0.002018,0,0,0.119345,0.002898,Connected,150742302,10.000365,7,
0.006962,0.000000,1751.723511,0,0,Ethernet,0,476,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,10,162.249.78.111,5277,0.002465,0,0,0.121764,0.004723,Connected,150742302,1831.952949,7,
