game.frametime_average,game.frametime_variance,game.time,network.acks_received,network.acks_sent,network.adapter,network.bytes_received,network.bytes_sent,network.connects,network.connects_received,network.connects_rejected,network.connects_sent,network.disconnects,network.messages_limited,network.messages_received,network.messages_redundant,network.messages_resent,network.messages_sent,network.never_connected,network.packets_acked,network.packets_limited,network.packets_lost,network.packets_outofseq,network.packets_received,network.packets_sent,network.peer_address,network.peer_port,network.processing_time,network.reconnects,network.reconnects_rejected,network.rtt_average,network.rtt_jitter,network.status,player.id,stats.duration,stats.version,
0.007054,0.000000,110.196007,280,307,Ethernet,80063,19552,0,0,0,0,0,0,1997,0,0,372,0,280,0,0,0,587,587,162.249.77.193,5184,0.015141,0,0,0.123797,0.003361,Connected,150742302,10.002632,7,
0.007086,0.000000,120.202095,273,314,Ethernet,89502,19650,0,0,0,0,0,0,2579,0,0,351,0,273,0,0,0,587,587,162.249.77.193,5184,0.015353,0,0,0.121578,0.003536,Connected,150742302,10.004925,7,
0.007078,0.000000,130.204559,255,327,Ethernet,89101,19208,0,0,0,0,0,0,2035,0,0,323,0,255,0,0,0,582,580,162.249.77.193,5184,0.014744,0,0,0.122734,0.003487,Connected,150742302,10.001322,7,
0.007063,0.000000,140.205505,237,325,Ethernet,82891,18020,0,0,0,0,0,0,2206,0,0,310,0,237,0,0,0,562,561,162.249.77.193,5184,0.013945,0,0,0.124227,0.003838,Connected,150742302,10.000560,7,
0.007043,0.000000,150.207428,271,308,Ethernet,78523,18940,0,0,0,0,0,0,1977,0,0,354,0,271,0,0,0,579,582,162.249.77.193,5184,0.014709,0,0,0.120458,0.003327,Connected,150742302,10.000666,7,
0.007006,0.000000,160.213226,242,330,Ethernet,86908,18194,0,0,0,0,0,0,2255,0,0,309,0,242,0,0,0,572,570,162.249.77.193,5184,0.014234,0,0,0.121156,0.003201,Connected,150742302,10.004910,7,
0.007007,0.000000,170.219391,270,340,Ethernet,100230,20527,0,0,0,0,0,0,2704,0,0,355,0,270,0,0,0,610,611,162.249.77.193,5184,0.015143,0,0,0.125860,0.003588,Connected,150742302,10.005554,7,
0.007088,0.000000,180.220734,291,367,Ethernet,112644,21955,0,0,0,0,0,0,2855,0,0,392,0,291,0,0,0,658,659,162.249.77.193,5184,0.016345,0,0,0.121578,0.003530,Connected,150742302,10.000546,7,
0.007148,0.000000,190.221512,296,385,Ethernet,127138,23077,0,0,0,0,0,0,3219,0,0,392,0,296,0,0,0,681,681,162.249.77.193,5184,0.017307,0,0,0.124304,0.003559,Connected,150742302,10.000260,7,
0.007032,0.000000,200.228851,274,341,Ethernet,95659,20408,0,0,0,0,0,0,2310,0,0,360,0,274,0,0,0,615,614,162.249.77.193,5184,0.015219,0,0,0.120714,0.003683,Connected,150742302,10.006838,7,
0.007084,0.000000,210.231628,271,345,Ethernet,103546,20667,0,0,0,0,0,0,2408,0,0,364,0,271,0,0,0,616,616,162.249.77.193,5184,0.015559,0,0,0.121021,0.004184,Connected,150742302,10.002234,7,
0.007065,0.000000,220.235764,284,322,Ethernet,89331,20242,0,0,0,0,0,0,2070,0,0,363,0,284,0,0,0,606,606,162.249.77.193,5184,0.015500,0,0,0.120185,0.003377,Connected,150742302,10.003610,7,
0.007098,0.000000,230.236374,279,326,Ethernet,86910,20114,0,0,0,0,0,0,2157,0,0,356,0,279,0,0,0,605,604,162.249.77.193,5184,0.015379,0,0,0.121648,0.004681,Connected,150742302,10.000463,7,
0.007127,0.000000,240.244049,284,356,Ethernet,115071,21683,0,0,0,0,0,0,3465,0,0,387,0,284,0,0,0,640,641,162.249.77.193,5184,0.016715,0,0,0.121227,0.004478,Connected,150742302,10.006616,7,
0.007207,0.000000,250.247192,292,389,Ethernet,128092,23299,0,0,0,0,0,0,3100,0,0,407,0,292,0,0,0,681,683,162.249.77.193,5184,0.017331,0,0,0.120817,0.003887,Connected,150742302,10.002644,7,
0.007059,0.000000,260.248535,257,332,Ethernet,95241,19256,0,0,0,0,0,0,2634,0,0,348,0,257,0,0,0,589,587,162.249.77.193,5184,0.014988,0,0,0.132361,0.003750,Connected,150742302,10.001921,7,
0.007077,0.000000,270.249481,223,308,Ethernet,79191,17070,0,0,0,0,0,0,2204,0,0,285,0,223,0,0,0,531,531,162.249.77.193,5184,0.013683,0,0,0.126554,0.004493,Connected,150742302,10.000352,7,
0.007049,0.000000,280.251923,218,338,Ethernet,100143,17883,0,0,0,0,0,0,2631,0,0,283,0,218,0,0,0,556,556,162.249.77.193,5184,0.014451,0,0,0.128466,0.003699,Connected,150742302,10.001950,7,
0.006987,0.000000,290.257904,251,301,Ethernet,73726,18192,0,0,0,0,0,0,1992,0,0,346,0,251,0,0,0,552,552,162.249.77.193,5184,0.013994,0,0,0.125908,0.003742,Connected,150742302,10.005890,7,
0.006967,0.000000,300.262360,224,336,Ethernet,91404,17900,0,0,0,0,0,0,2522,0,0,296,0,224,0,0,0,560,559,162.249.77.193,5184,0.013967,0,0,0.128023,0.004845,Connected,150742302,10.004415,7,
0.007057,0.000000,310.262878,272,344,Ethernet,100426,20648,0,0,0,0,0,0,2589,0,0,375,0,272,0,0,0,616,618,162.249.77.193,5184,0.015788,0,0,0.127600,0.003353,Connected,150742302,10.000148,7,
0.006999,0.000000,320.262787,275,301,Ethernet,78201,19753,0,0,0,0,0,0,2000,0,0,364,0,275,0,0,0,576,575,162.249.77.193,5184,0.014459,0,0,0.131265,0.004257,Connected,150742302,10.001034,7,
0.007077,0.000000,330.263702,271,306,Ethernet,69248,19541,0,0,0,0,0,0,1718,0,0,360,0,271,0,0,0,577,578,162.249.77.193,5184,0.014497,0,0,0.129534,0.003601,Connected,150742302,10.000229,7,
0.007069,0.000000,340.265900,266,326,Ethernet,94168,20230,0,0,0,0,0,0,2291,0,0,365,0,266,0,0,0,592,593,162.249.77.193,5184,0.015280,0,0,0.137331,0.003603,Connected,150742302,10.002708,7,
0.007090,0.000000,350.270142,276,325,Ethernet,100629,20699,0,0,0,0,0,0,2837,0,0,377,0,276,0,0,0,601,600,162.249.77.193,5184,0.016191,0,0,0.133178,0.003758,Connected,150742302,10.004435,7,
0.007097,0.000000,360.276978,274,323,Ethernet,91356,19991,0,0,0,0,0,0,2602,0,0,346,0,274,0,0,0,597,594,162.249.77.193,5184,0.015639,0,0,0.121441,0.003364,Connected,150742302,10.006504,7,
0.007179,0.000000,370.277832,260,337,Ethernet,104830,20697,0,0,0,0,0,0,2632,0,0,361,0,261,0,0,0,597,603,162.249.77.193,5184,0.015979,0,0,0.129731,0.004166,Connected,150742302,10.000887,7,
0.007288,0.000001,380.285126,291,348,Ethernet,113395,21854,0,0,0,0,0,0,2843,0,0,397,0,291,0,0,0,639,638,162.249.77.193,5184,0.016721,0,0,0.124437,0.003917,Connected,150742302,10.006785,7,
0.007115,0.000000,390.289246,266,316,Ethernet,82216,19491,0,0,0,0,0,0,1935,0,0,351,0,266,0,0,0,582,581,162.249.77.193,5184,0.014861,0,0,0.129044,0.003390,Connected,150742302,10.003224,7,
0.007026,0.000000,400.295471,261,321,Ethernet,87758,19464,0,0,0,0,0,0,1977,0,0,346,0,261,0,0,0,582,581,162.249.77.193,5184,0.014578,0,0,0.124776,0.004064,Connected,150742302,10.005530,7,
0.007062,0.000000,410.297943,264,337,Ethernet,98887,19707,0,0,0,0,0,0,2565,0,0,342,0,264,0,0,0,601,602,162.249.77.193,5184,0.015355,0,0,0.125154,0.003571,Connected,150742302,10.000193,7,
0.007051,0.000000,420.304352,289,307,Ethernet,73179,20309,0,0,0,0,0,0,1768,0,0,369,0,289,0,0,0,596,597,162.249.77.193,5184,0.014945,0,0,0.121850,0.003674,Connected,150742302,10.004863,7,
0.007102,0.000000,430.311066,292,339,Ethernet,97143,21100,0,0,0,0,0,0,2143,0,0,382,0,293,0,0,0,631,630,162.249.77.193,5184,0.016077,0,0,0.129455,0.003957,Connected,150742302,10.006313,7,
0.007139,0.000000,440.312836,298,338,Ethernet,104576,21977,0,0,0,0,0,0,2662,0,0,416,0,298,0,0,0,636,636,162.249.77.193,5184,0.016742,0,0,0.130848,0.003739,Connected,150742302,10.001700,7,
0.007166,0.000000,450.317078,305,341,Ethernet,105793,22460,0,0,0,0,0,0,2423,0,0,422,0,305,0,0,0,646,646,162.249.77.193,5184,0.016624,0,0,0.129821,0.003667,Connected,150742302,10.003798,7,
0.007206,0.000000,460.319275,327,392,Ethernet,133922,43381,0,0,0,0,0,0,3107,0,0,435,0,327,0,0,0,719,719,162.249.77.193,5184,0.018258,0,0,0.124493,0.004084,Connected,150742302,10.001656,7,
0.007133,0.000000,470.320129,308,315,Ethernet,88895,28882,0,0,0,0,0,0,2371,0,0,395,0,308,0,0,0,623,623,162.249.77.193,5184,0.016383,0,0,0.124444,0.003519,Connected,150742302,10.000269,7,
0.007136,0.000000,480.325562,261,318,Ethernet,92037,19817,0,0,0,0,0,0,2512,0,0,364,0,261,0,0,0,579,579,162.249.77.193,5184,0.015223,0,0,0.125145,0.003649,Connected,150742302,10.004873,7,
0.007088,0.000000,490.327240,230,322,Ethernet,79951,17948,0,0,0,0,0,0,1933,0,0,307,0,230,0,0,0,552,552,162.249.77.193,5184,0.013744,0,0,0.129181,0.003948,Connected,150742302,10.001573,7,
0.007020,0.000000,500.330963,211,281,Ethernet,68477,15772,0,0,0,0,0,0,1767,0,0,272,0,211,0,0,0,492,491,162.249.77.193,5184,0.012697,0,0,0.126965,0.003640,Connected,150742302,10.002915,7,
0.007026,0.000000,510.335938,200,287,Ethernet,70325,15603,0,0,0,0,0,0,1950,0,0,247,0,200,0,0,0,487,487,162.249.77.193,5184,0.012455,0,0,0.127491,0.004398,Connected,150742302,10.004324,7,
0.007049,0.000000,520.338257,234,315,Ethernet,81741,18583,0,0,0,0,0,0,2013,0,0,309,0,234,0,0,0,549,549,162.249.77.193,5184,0.014003,0,0,0.130615,0.004544,Connected,150742302,10.001945,7,
0.007122,0.000000,530.345154,267,330,Ethernet,94535,20429,0,0,0,0,0,0,2644,0,0,357,0,267,0,0,0,597,598,162.249.77.193,5184,0.015788,0,0,0.121638,0.004105,Connected,150742302,10.006245,7,
0.007128,0.000000,540.346985,283,360,Ethernet,114683,22006,0,0,0,0,0,0,2958,0,0,395,0,283,0,0,0,643,643,162.249.77.193,5184,0.016575,0,0,0.120397,0.003612,Connected,150742302,10.001021,7,
0.007135,0.000000,550.350647,286,357,Ethernet,116111,21953,0,0,0,0,0,0,2852,0,0,390,0,286,0,0,0,643,644,162.249.77.193,5184,0.016818,0,0,0.120348,0.003749,Connected,150742302,10.002898,7,
0.007093,0.000000,560.352356,218,309,Ethernet,75948,17294,0,0,0,0,0,0,1931,0,0,284,0,218,0,0,0,527,525,162.249.77.193,5184,0.013490,0,0,0.120596,0.003899,Connected,150742302,10.000537,7,
0.007167,0.000000,570.357361,257,335,Ethernet,99723,20182,0,0,0,0,0,0,2435,0,0,350,0,257,0,0,0,592,592,162.249.77.193,5184,0.015145,0,0,0.119990,0.003158,Connected,150742302,10.004523,7,
0.007190,0.000001,580.359741,253,324,Ethernet,92432,18907,0,0,0,0,0,0,2080,0,0,321,0,253,0,0,0,577,577,162.249.77.193,5184,0.015143,0,0,0.121399,0.003696,Connected,150742302,10.001569,7,
0.007141,0.000000,590.364014,248,325,Ethernet,93747,19119,0,0,0,0,0,0,2495,0,0,341,0,248,0,0,0,573,574,162.249.77.193,5184,0.014859,0,0,0.122117,0.004382,Connected,150742302,10.004236,7,
0.007021,0.000000,600.368713,250,352,Ethernet,110653,19910,0,0,0,0,0,0,3091,0,0,345,0,250,0,0,0,602,602,162.249.77.193,5184,0.015407,0,0,0.127937,0.003475,Connected,150742302,10.004504,7,
0.007076,0.000000,610.374207,290,336,Ethernet,94341,21065,0,0,0,0,0,0,2152,0,0,382,0,290,0,0,0,626,625,162.249.77.193,5184,0.015904,0,0,0.122382,0.003290,Connected,150742302,10.005565,7,
0.007104,0.000000,620.376953,255,313,Ethernet,76147,19334,0,0,0,0,0,0,2026,0,0,340,0,256,0,0,0,568,569,162.249.77.193,5184,0.014494,0,0,0.127885,0.003667,Connected,150742302,10.002908,7,
0.007090,0.000000,630.380249,272,314,Ethernet,78920,19988,0,0,0,0,0,0,1831,0,0,360,0,272,0,0,0,586,587,162.249.77.193,5184,0.014931,0,0,0.127143,0.004153,Connected,150742302,10.003908,7,
0.007091,0.000000,640.387207,256,325,Ethernet,91147,19740,0,0,0,0,0,0,2240,0,1,334,0,258,0,1,0,581,585,162.249.77.193,5184,0.014530,0,0,0.135631,0.009688,Connected,150742302,10.005907,7,
0.007081,0.000000,650.393677,276,321,Ethernet,91380,20171,0,0,0,0,0,0,2153,0,0,360,0,276,0,0,0,597,594,162.249.77.193,5184,0.015285,0,0,0.123008,0.003930,Connected,150742302,10.005787,7,
0.007050,0.000000,660.398682,254,311,Ethernet,89018,18806,0,0,0,0,0,0,2360,0,0,343,0,254,0,0,0,565,566,162.249.77.193,5184,0.014400,0,0,0.121977,0.003474,Connected,150742302,10.003995,7,
0.007156,0.000000,670.403748,294,433,Ethernet,157909,24566,0,0,0,0,0,0,4002,0,0,401,0,294,0,0,0,727,727,162.249.77.193,5184,0.018178,0,0,0.121822,0.003451,Connected,150742302,10.003768,7,
0.007213,0.000001,680.408875,269,360,Ethernet,116174,21229,0,0,0,0,0,0,2823,0,0,366,0,269,0,0,0,629,630,162.249.77.193,5184,0.015965,0,0,0.121053,0.003888,Connected,150742302,10.004223,7,
0.007175,0.000000,690.412659,267,323,Ethernet,97643,19716,0,0,0,0,0,0,2268,0,0,357,0,267,0,0,0,590,588,162.249.77.193,5184,0.015470,0,0,0.121184,0.003449,Connected,150742302,10.002540,7,
0.007236,0.000001,700.413574,257,337,Ethernet,101680,19700,0,0,0,0,0,0,2485,0,0,341,0,257,0,0,0,594,595,162.249.77.193,5184,0.015688,0,0,0.120233,0.003455,Connected,150742302,10.000262,7,
0.007204,0.000000,710.420776,274,368,Ethernet,122345,22291,0,0,0,0,0,0,3366,0,0,393,0,274,0,0,0,642,641,162.249.77.193,5184,0.016591,0,0,0.123816,0.005455,Connected,150742302,10.006790,7,
0.007083,0.000000,720.423096,286,315,Ethernet,81083,20206,0,0,0,0,0,0,1973,0,0,365,0,286,0,0,0,601,603,162.249.77.193,5184,0.015450,0,0,0.121516,0.004466,Connected,150742302,10.001726,7,
0.007136,0.000000,730.427429,270,314,Ethernet,84172,19735,0,0,0,0,0,0,1989,0,0,350,0,270,0,0,0,584,584,162.249.77.193,5184,0.015357,0,0,0.122355,0.003867,Connected,150742302,10.003991,7,
0.007141,0.000000,740.432007,267,339,Ethernet,98520,20722,0,0,0,0,0,0,2512,0,0,365,0,267,0,0,0,606,606,162.249.77.193,5184,0.015753,0,0,0.124075,0.004553,Connected,150742302,10.004141,7,
0.007157,0.000000,750.437927,233,296,Ethernet,70738,17872,0,0,0,0,0,0,1659,0,0,311,0,233,0,0,0,529,526,162.249.77.193,5184,0.013552,0,0,0.121351,0.003819,Connected,150742302,10.005301,7,
0.007115,0.000000,760.442383,236,293,Ethernet,70583,17223,0,0,0,0,0,0,1605,0,0,298,0,236,0,0,0,529,531,162.249.77.193,5184,0.013736,0,0,0.122469,0.004280,Connected,150742302,10.004038,7,
0.007038,0.000000,770.444458,236,290,Ethernet,61378,17264,0,0,0,0,0,0,1553,0,0,328,0,236,0,0,0,526,525,162.249.77.193,5184,0.013466,0,0,0.122601,0.005520,Connected,150742302,10.001563,7,
0.007086,0.000000,780.449890,257,322,Ethernet,89489,19039,0,0,0,0,0,0,2096,0,0,344,0,257,0,0,0,579,581,162.249.77.193,5184,0.014992,0,0,0.123379,0.003800,Connected,150742302,10.004993,7,
0.007112,0.000000,790.456787,273,367,Ethernet,118360,20502,0,0,0,0,0,0,2732,0,0,353,0,273,0,0,0,640,639,162.249.77.193,5184,0.016375,0,0,0.130748,0.004170,Connected,150742302,10.007000,7,
0.007168,0.000000,800.463745,262,353,Ethernet,109443,20376,0,0,0,0,0,0,2952,0,0,358,0,262,0,0,0,615,616,162.249.77.193,5184,0.015810,0,0,0.127991,0.004910,Connected,150742302,10.007162,7,
0.007095,0.000000,810.466919,275,316,Ethernet,87164,20133,0,0,0,0,0,0,1953,0,0,367,0,275,0,0,0,591,591,162.249.77.193,5184,0.015269,0,0,0.127387,0.004168,Connected,150742302,10.003559,7,
0.007163,0.000000,820.472961,281,328,Ethernet,98927,20657,0,0,0,0,0,0,2340,0,0,371,0,282,0,0,0,609,609,162.249.77.193,5184,0.016386,0,0,0.134587,0.004184,Connected,150742302,10.006694,7,
0.007169,0.000000,830.480652,275,319,Ethernet,86308,20220,0,0,0,0,0,0,1786,0,0,370,0,275,0,0,0,594,596,162.249.77.193,5184,0.015459,0,0,0.131358,0.004913,Connected,150742302,10.007920,7,
0.007127,0.000000,840.486450,309,379,Ethernet,123022,23971,0,0,0,0,0,0,2880,0,0,432,0,309,0,0,0,688,688,162.249.77.193,5184,0.017620,0,0,0.137017,0.004858,Connected,150742302,10.006279,7,
0.007187,0.000000,850.490295,295,326,Ethernet,91441,21111,0,0,0,0,0,0,1984,0,0,391,0,295,0,0,0,621,619,162.249.77.193,5184,0.016206,0,0,0.135478,0.004181,Connected,150742302,10.003701,7,
0.007255,0.000000,860.496338,272,387,Ethernet,128314,22445,0,0,0,0,0,0,3658,0,0,375,0,272,0,0,0,659,661,162.249.77.193,5184,0.017280,0,0,0.123904,0.003804,Connected,150742302,10.004553,7,
0.007130,0.000000,870.500916,270,324,Ethernet,87808,20343,0,0,0,0,0,0,2075,0,0,355,0,270,0,0,0,594,592,162.249.77.193,5184,0.014942,0,0,0.120893,0.003755,Connected,150742302,10.002954,7,
0.007130,0.000000,880.505676,234,320,Ethernet,81637,18434,0,0,0,0,0,0,2112,0,0,297,0,234,0,0,0,554,554,162.249.77.193,5184,0.014271,0,0,0.121310,0.003705,Connected,150742302,10.003675,7,
0.007054,0.000000,890.508789,232,284,Ethernet,64660,17247,0,0,0,0,0,0,1702,0,0,302,0,232,0,0,0,516,516,162.249.77.193,5184,0.013304,0,0,0.120772,0.003617,Connected,150742302,10.002168,7,
0.007064,0.000000,900.513062,243,300,Ethernet,77710,18481,0,0,0,0,0,0,2335,0,0,327,0,243,0,0,0,543,543,162.249.77.193,5184,0.014003,0,0,0.122509,0.004428,Connected,150742302,10.003058,7,
0.007141,0.000000,910.518738,256,345,Ethernet,88677,19344,0,0,0,0,0,0,2202,0,0,335,0,256,0,0,0,601,602,162.249.77.193,5184,0.015058,0,0,0.120712,0.003467,Connected,150742302,10.004496,7,
0.007070,0.000000,920.522156,251,298,Ethernet,70618,17837,0,0,0,0,0,0,1713,0,0,318,0,251,0,0,0,549,550,162.249.77.193,5184,0.013732,0,0,0.127201,0.003598,Connected,150742302,10.003544,7,
0.007102,0.000000,930.528137,260,345,Ethernet,107571,19688,0,0,0,0,0,0,2543,0,0,351,0,260,0,0,0,605,604,162.249.77.193,5184,0.015382,0,0,0.128606,0.004007,Connected,150742302,10.006029,7,
0.007188,0.000001,940.533325,271,390,Ethernet,129093,21395,0,0,0,0,0,0,3897,0,0,364,0,271,0,0,0,661,662,162.249.77.193,5184,0.017606,0,0,0.129539,0.003444,Connected,150742302,10.005487,7,
0.007108,0.000000,950.534180,280,312,Ethernet,82972,19668,0,0,0,0,0,0,2175,0,0,357,0,280,0,0,0,592,590,162.249.77.193,5184,0.015109,0,0,0.123066,0.003620,Connected,150742302,10.000386,7,
0.007108,0.000000,960.535278,245,353,Ethernet,112475,19798,0,0,0,0,0,0,3067,0,0,337,0,245,0,0,0,598,599,162.249.77.193,5184,0.015452,0,0,0.125566,0.004093,Connected,150742302,10.000438,7,
0.007176,0.000000,970.538635,259,368,Ethernet,114902,20970,0,0,0,0,0,0,2899,0,0,350,0,259,0,0,0,627,625,162.249.77.193,5184,0.015935,0,0,0.124821,0.003970,Connected,150742302,10.003568,7,
0.007119,0.000000,980.541870,230,293,Ethernet,75322,17427,0,0,0,0,0,0,1928,0,0,297,0,230,0,0,0,523,523,162.249.77.193,5184,0.013471,0,0,0.126144,0.003950,Connected,150742302,10.002675,7,
0.007131,0.000000,990.546875,243,264,Ethernet,58772,17756,0,0,0,0,0,0,1459,0,0,312,0,243,0,0,0,507,509,162.249.77.193,5184,0.013111,0,0,0.123186,0.004293,Connected,150742302,10.004273,7,
0.007184,0.000000,1000.547974,247,332,Ethernet,90388,19740,0,0,0,0,0,0,2351,0,0,305,0,247,0,0,0,579,577,162.249.77.193,5184,0.014873,0,0,0.123618,0.003806,Connected,150742302,10.000095,7,
0.007357,0.000001,1010.553833,172,286,Ethernet,72111,15016,0,0,0,0,0,0,2230,0,0,224,0,172,0,0,0,458,459,162.249.77.193,5184,0.011795,0,0,0.120765,0.003969,Connected,150742302,10.004937,7,
0.007100,0.000000,1020.558289,246,300,Ethernet,71211,17820,0,0,0,0,0,0,2304,0,0,315,0,246,0,0,0,546,547,162.249.77.193,5184,0.013877,0,0,0.119863,0.003114,Connected,150742302,10.003636,7,
0.007089,0.000000,1030.562012,233,335,Ethernet,91427,18703,0,0,0,0,0,0,2460,0,0,319,0,233,0,0,0,568,566,162.249.77.193,5184,0.013949,0,0,0.120154,0.003134,Connected,150742302,10.002504,7,
0.007079,0.000000,1040.565186,219,309,Ethernet,89975,17651,0,0,0,0,0,0,2702,0,0,294,0,219,0,0,0,528,529,162.249.77.193,5184,0.013506,0,0,0.120158,0.002966,Connected,150742302,10.002911,7,
0.007123,0.000000,1050.566650,253,309,Ethernet,79685,18507,0,0,0,0,0,0,2061,0,0,332,0,253,0,0,0,562,563,162.249.77.193,5184,0.013934,0,0,0.121538,0.003491,Connected,150742302,10.000757,7,
0.007120,0.000000,1060.571167,247,338,Ethernet,104349,19414,0,0,0,0,0,0,2816,0,0,335,0,247,0,0,0,585,584,162.249.77.193,5184,0.014979,0,0,0.129405,0.004484,Connected,150742302,10.004003,7,
0.007206,0.000000,1070.573730,279,386,Ethernet,145526,22268,0,0,0,0,0,0,4172,0,0,372,0,279,0,0,0,665,664,162.249.77.193,5184,0.016964,0,0,0.125946,0.004505,Connected,150742302,10.002470,7,
0.007180,0.000000,1080.575195,267,343,Ethernet,104118,20711,0,0,0,0,0,0,2725,0,0,342,0,267,0,0,0,610,611,162.249.77.193,5184,0.015150,0,0,0.125434,0.004146,Connected,150742302,10.001547,7,
0.007154,0.000000,1090.576172,237,338,Ethernet,103058,19191,0,0,0,0,0,0,2836,0,0,310,0,237,0,0,0,575,576,162.249.77.193,5184,0.014802,0,0,0.129087,0.004481,Connected,150742302,10.001212,7,
0.007062,0.000000,1100.582275,267,323,Ethernet,91762,20640,0,0,0,0,0,0,2329,0,0,363,0,267,0,0,0,590,588,162.249.77.193,5184,0.014737,0,0,0.136135,0.005424,Connected,150742302,10.006889,7,
0.007163,0.000000,1110.588867,238,299,Ethernet,76984,18699,0,0,0,0,0,0,2152,0,0,321,0,238,0,0,0,537,540,162.249.77.193,5184,0.013786,0,0,0.125353,0.004443,Connected,150742302,10.006429,7,
0.007094,0.000000,1120.591309,243,302,Ethernet,77437,17959,0,0,0,0,0,0,1911,0,0,315,0,243,0,0,0,545,543,162.249.77.193,5184,0.013496,0,0,0.123314,0.005178,Connected,150742302,10.001841,7,
0.007288,0.000001,1130.598389,274,342,Ethernet,107974,21046,0,0,0,0,0,0,2769,0,0,366,0,274,0,0,0,616,618,162.249.77.193,5184,0.015642,0,0,0.124330,0.004300,Connected,150742302,10.006590,7,
0.007220,0.000001,1140.605347,285,369,Ethernet,120262,22443,0,0,0,0,0,0,3240,0,0,389,0,285,0,0,0,654,654,162.249.77.193,5184,0.016252,0,0,0.123179,0.003764,Connected,150742302,10.006315,7,
0.007165,0.000000,1150.607910,277,349,Ethernet,96138,21093,0,0,0,0,0,0,2064,0,0,364,0,277,0,0,0,626,624,162.249.77.193,5184,0.015291,0,0,0.134855,0.004111,Connected,150742302,10.002143,7,
0.007297,0.000001,1160.613281,300,378,Ethernet,124577,23457,0,0,0,0,0,0,2977,0,0,406,0,300,0,0,0,678,680,162.249.77.193,5184,0.016886,0,0,0.122434,0.003552,Connected,150742302,10.004035,7,
0.007518,0.000001,1170.620728,306,432,Ethernet,162984,25509,0,0,0,0,0,0,3998,0,0,410,0,306,0,0,0,738,736,162.249.77.193,5184,0.018353,0,0,0.124034,0.004304,Connected,150742302,10.006259,7,
